,Unnamed: 0,publicacion_id,numeroReacciones,comentarios_procesado,sector,fecha,clasificacion,encoding
755,45,publicacion 261,203,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
756,48,publicacion 227,70,"¡Increíble iniciativa!  El proyecto #SinergIA impulsará el desarrollo y la adopción de IA en Ecuador, generando un impacto positivo en la sociedad.  ¡Vamos hacia un futuro más conectado y digital!  #ElNuevoEcuadorResuelve",telecomunicacion,2024-06-22,Positive,2
757,49,publicacion 351,290, ¡Excelente iniciativa! Es fundamental que todos los sectores trabajen juntos para asegurar que nadie quede atrás en esta era digital. La inclusión y el acceso a las TIC son clave para el desarrollo sostenible y la igualdad de oportunidades en todo el país. ¡Adelante con la Agenda Digital Integral! ,telecomunicacion,2024-06-15,Positive,2
758,49,publicacion 351,290, ¡Excelente iniciativa! Es importante que todos los sectores trabajen juntos para asegurar que nadie quede atrás en esta nueva era digital.,telecomunicacion,2024-06-15,Positive,2
759,49,publicacion 351,290,¡Excelente iniciativa!  Reafirmar el compromiso con la Agenda Digital Integral es clave para el desarrollo inclusivo y sostenible de Ecuador. #ElNuevoEcuadorResuelve,telecomunicacion,2024-06-15,Positive,2
760,49,publicacion 351,290,en conjunto trabajamos para contribuir al desarrollo de las comunidades.,telecomunicacion,2024-06-15,Neutral,1
761,49,publicacion 351,290,Excelente Gestión,telecomunicacion,2024-06-15,Positive,2
762,49,publicacion 351,290,¡Excelente trabajo! ,telecomunicacion,2024-06-15,Positive,2
763,49,publicacion 351,290,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
764,49,publicacion 351,290,Exelente trabajo ,telecomunicacion,2024-06-15,Positive,2
765,49,publicacion 351,290,¡Excelente Gestión!,telecomunicacion,2024-06-15,Positive,2
766,49,publicacion 351,290,Siempre hermosa,telecomunicacion,2024-06-15,Positive,2
767,49,publicacion 351,290,Excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
768,49,publicacion 351,290,EXCELENTE TRABAJO....,telecomunicacion,2024-06-15,Positive,2
769,49,publicacion 351,290,Excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
771,49,publicacion 351,290,Excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
772,49,publicacion 351,290,Excelente trabajo!,telecomunicacion,2024-06-15,Positive,2
774,49,publicacion 351,290,Excelente ,telecomunicacion,2024-06-15,Positive,2
775,49,publicacion 351,290,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
776,49,publicacion 351,290,EXCELENTE TRABAJO,telecomunicacion,2024-06-15,Positive,2
777,49,publicacion 351,290,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
778,49,publicacion 351,290,¡Excelente trabajo! Por un mundo mejor,telecomunicacion,2024-06-15,Positive,2
780,49,publicacion 351,290,Excelente,telecomunicacion,2024-06-15,Positive,2
781,49,publicacion 351,290,excelente,telecomunicacion,2024-06-15,Positive,2
783,49,publicacion 351,290,MUY BUENA INICIATIVA,telecomunicacion,2024-06-15,Positive,2
786,49,publicacion 351,290,buen trabajo,telecomunicacion,2024-06-15,Positive,2
787,50,publicacion 217,284,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
788,50,publicacion 217,284,¡Gran evento!  La transformación digital es clave para el futuro de Ecuador.  ¡Felicitaciones a nuestro ministro y a todos los involucrados!  #ElNuevoEcuadorResuelve,telecomunicacion,2024-06-15,Positive,2
789,50,publicacion 217,284,Excelente,telecomunicacion,2024-06-15,Positive,2
791,50,publicacion 217,284,Excelentes noticias para el avance tecnológico,telecomunicacion,2024-06-15,Positive,2
793,50,publicacion 217,284,Excelente ,telecomunicacion,2024-06-15,Positive,2
794,50,publicacion 217,284,Excelente ,telecomunicacion,2024-06-15,Positive,2
795,50,publicacion 217,284,Excelente ,telecomunicacion,2024-06-15,Positive,2
796,50,publicacion 217,284,Gran trabajo señor ministro.,telecomunicacion,2024-06-15,Positive,2
797,50,publicacion 217,284,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
798,50,publicacion 217,284,Gran trabajo ,telecomunicacion,2024-06-15,Positive,2
799,50,publicacion 217,284,Excelente ,telecomunicacion,2024-06-15,Positive,2
801,50,publicacion 217,284,EXCELENTE,telecomunicacion,2024-06-15,Positive,2
802,50,publicacion 217,284,EXCELENTE TRABAJO...,telecomunicacion,2024-06-15,Positive,2
811,50,publicacion 217,284,EXCELENTE TRABAJO,telecomunicacion,2024-06-15,Positive,2
816,50,publicacion 217,284,Chevere,telecomunicacion,2024-06-15,Neutral,1
818,50,publicacion 217,284,BUEN TRABAJO,telecomunicacion,2024-06-15,Positive,2
819,51,publicacion 216,57,"Esperemos que todo estoque están haciendo  no sea en lo posterior, porque sabemos todos lo que está pasando en otros país con la tecnología, donde están muriendo las aves, los animales caminan como sombis, y la radiación con esta conexión 5G así como está potente también es potente en daños, sería bueno que hagan un estudio profundo antes de firmar convenios, y que las antenas no estén en casas ni en edificios, que pongan fuera de las ciudades donde no haya peligro, de eso nadie habla, primero la salud de todos las personas y niños, eso debe prevalecer, en el gobierno no estar con esa novedad de la agenda 2030 que veo que hablan como disco rayando, si Tidus sabemos no somos tintos toda tecnología es danina, nada de los hace el hombre es bueno, primero las vidas y la salud de las personas y  luego lo demás,",telecomunicacion,2024-06-15,Positive,2
820,51,publicacion 216,57,¡Gran evento!  La transformación digital es clave para el futuro de Ecuador.  ¡Felicitaciones a nuestro ministro y a todos los involucrados!  #ElNuevoEcuadorResuelve,telecomunicacion,2024-06-15,Positive,2
821,52,publicacion 248,138,Felicitaciones. Excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
822,52,publicacion 248,138,Felicidades,telecomunicacion,2024-06-15,Positive,2
823,52,publicacion 248,138,Pésima organización !,telecomunicacion,2024-06-15,Negative,0
824,53,publicacion 264,121,¡Totalmente de acuerdo!  Las TIC abren un mundo de posibilidades para aprender y crecer.  ¡Vamos a por ese nuevo idioma! ,telecomunicacion,2024-06-22,Positive,2
825,54,publicacion 486,262,"¡Excelente iniciativa!  #SinergIA es un proyecto clave para impulsar el desarrollo y la adopción ética de la Inteligencia Artificial en Ecuador.  Con el apoyo del MINTEL, se esta construyendo un #EcosistemaIA",telecomunicacion,2024-06-15,Positive,2
826,54,publicacion 486,262,"¡Qué gran iniciativa!  #SinergIA es un proyecto clave para impulsar el desarrollo y la adopción ética de la Inteligencia Artificial en Ecuador.  Con el apoyo del MINTEL, se esta construyendo un #EcosistemaIA que garantiza un futuro innovador y responsable para nuestro país. ¡Felicitaciones por este gran paso. #ElNuevoEcuadorResuelve!",telecomunicacion,2024-06-15,Positive,2
827,54,publicacion 486,262,Excelente ,telecomunicacion,2024-06-15,Positive,2
828,54,publicacion 486,262,#NuevoEcuadorResuelve ,telecomunicacion,2024-06-15,Neutral,1
829,54,publicacion 486,262,Gran gestión.,telecomunicacion,2024-06-15,Positive,2
830,54,publicacion 486,262,Gran Proyecto Innovador,telecomunicacion,2024-06-15,Positive,2
831,54,publicacion 486,262,Gran Proyecto Innovador,telecomunicacion,2024-06-15,Positive,2
832,54,publicacion 486,262,Felicidades por su arduo trabajo,telecomunicacion,2024-06-15,Positive,2
833,54,publicacion 486,262,Muy bien,telecomunicacion,2024-06-15,Positive,2
834,54,publicacion 486,262,Exelente,telecomunicacion,2024-06-15,Positive,2
835,54,publicacion 486,262,Excelente ,telecomunicacion,2024-06-15,Positive,2
836,54,publicacion 486,262,Excelente,telecomunicacion,2024-06-15,Positive,2
837,54,publicacion 486,262, Excelente,telecomunicacion,2024-06-15,Positive,2
838,54,publicacion 486,262,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
839,54,publicacion 486,262,Muy buena propuesta ,telecomunicacion,2024-06-15,Positive,2
841,54,publicacion 486,262,Excelente ,telecomunicacion,2024-06-15,Positive,2
842,54,publicacion 486,262,MUY BIEN...,telecomunicacion,2024-06-15,Positive,2
845,54,publicacion 486,262,Excelente,telecomunicacion,2024-06-15,Positive,2
846,54,publicacion 486,262,Excelente ,telecomunicacion,2024-06-15,Positive,2
851,54,publicacion 486,262,"muy buen trabajo, al añadir en este proyecto nuevas tecnologías como es la IA ",telecomunicacion,2024-06-15,Positive,2
853,54,publicacion 486,262,BUENA PROPUESTA.,telecomunicacion,2024-06-15,Positive,2
857,54,publicacion 486,262,Exito,telecomunicacion,2024-06-15,Positive,2
859,55,publicacion 368,281,"¡Excelente iniciativa!  #SinergIA es un proyecto clave para impulsar el desarrollo y la adopción ética de la Inteligencia Artificial en Ecuador.  Con el apoyo del MINTEL, se esta construyendo un #EcosistemaIA",telecomunicacion,2024-06-15,Positive,2
860,55,publicacion 368,281,#NuevoEcuadorResuelve ,telecomunicacion,2024-06-15,Neutral,1
861,55,publicacion 368,281,EXCELENTE...,telecomunicacion,2024-06-15,Positive,2
862,55,publicacion 368,281,Excelente,telecomunicacion,2024-06-15,Positive,2
863,55,publicacion 368,281,Excelente.,telecomunicacion,2024-06-15,Positive,2
864,55,publicacion 368,281,Excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
865,55,publicacion 368,281,Excelente ,telecomunicacion,2024-06-15,Positive,2
866,55,publicacion 368,281,Excelente el gran trabajo que se viene realizando ,telecomunicacion,2024-06-15,Positive,2
867,55,publicacion 368,281,Excelente,telecomunicacion,2024-06-15,Positive,2
868,55,publicacion 368,281,Gran trabajo.,telecomunicacion,2024-06-15,Positive,2
869,55,publicacion 368,281,Excelente actividades en beneficio de la ciudadanía,telecomunicacion,2024-06-15,Positive,2
870,55,publicacion 368,281,Excelente ,telecomunicacion,2024-06-15,Positive,2
871,55,publicacion 368,281,#NuevoEcuadorResuelve ,telecomunicacion,2024-06-15,Neutral,1
872,55,publicacion 368,281,EXCELENTE,telecomunicacion,2024-06-15,Positive,2
874,55,publicacion 368,281,excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
875,55,publicacion 368,281,EXCELENTE TRABAJO,telecomunicacion,2024-06-15,Positive,2
876,55,publicacion 368,281,Excelente oportunidad,telecomunicacion,2024-06-15,Positive,2
877,55,publicacion 368,281,Excelente,telecomunicacion,2024-06-15,Positive,2
879,55,publicacion 368,281,"muy buen trabajo, juntos construiremos el nuevo Ecuador ",telecomunicacion,2024-06-15,Positive,2
881,55,publicacion 368,281,EXELENTE,telecomunicacion,2024-06-15,Positive,2
883,55,publicacion 368,281,Excelente,telecomunicacion,2024-06-15,Positive,2
884,55,publicacion 368,281,Excelente,telecomunicacion,2024-06-15,Positive,2
885,55,publicacion 368,281,Excelente ,telecomunicacion,2024-06-15,Positive,2
888,55,publicacion 368,281,exlente equipo de trabajo,telecomunicacion,2024-06-15,Positive,2
890,58,publicacion 312,344,buena intervencion ,telecomunicacion,2024-06-15,Positive,2
891,58,publicacion 312,344,Excelente señor Ministro. #ElNuevoEcuadorResuelve,telecomunicacion,2024-06-15,Positive,2
892,58,publicacion 312,344,Excelente gestión para el avance de la Transformación Digital en el Ecuador,telecomunicacion,2024-06-15,Positive,2
893,58,publicacion 312,344,Excelente trabajo señor ministro felicidades por el gran trabajo que esta realizando.,telecomunicacion,2024-06-15,Positive,2
894,58,publicacion 312,344,"¡Qué importante paso para el país! Las mesas de renegociación con las operadoras telefónicas reflejan un compromiso genuino por atender las necesidades de la ciudadanía y reducir la brecha digital.  Escuchar al ministro @cesa_rmartin12 en @radiocentro.ec y @radioforever925 es inspirador, especialmente al considerar las recomendaciones de #ITU. La transformación digital, la llegada del 5G y los #PuntosDigitalesGratuitos prometen un futuro más inclusivo y conectado para todos en #ElNuevoEcuadorResuelve. ",telecomunicacion,2024-06-15,Positive,2
895,58,publicacion 312,344,¡Excelente Gestión señor Ministro! ,telecomunicacion,2024-06-15,Positive,2
896,58,publicacion 312,344,Exelente trabajo,telecomunicacion,2024-06-15,Positive,2
897,58,publicacion 312,344,Importantes temas a tomar en cuenta en las negociaciones en curso.,telecomunicacion,2024-06-15,Positive,2
898,58,publicacion 312,344,excelente señor ministro por el gran trabajo que esta realizando,telecomunicacion,2024-06-15,Positive,2
899,58,publicacion 312,344,¡Excelente Gestión señor Ministro! ,telecomunicacion,2024-06-15,Positive,2
900,58,publicacion 312,344,"Buen trabajo Señor Ministro, Excelente",telecomunicacion,2024-06-15,Positive,2
901,58,publicacion 312,344,Exelente trabajo,telecomunicacion,2024-06-15,Positive,2
902,58,publicacion 312,344,Excelente Sr. Ministro,telecomunicacion,2024-06-15,Positive,2
903,58,publicacion 312,344,Excelente por un nuevo Ecuador,telecomunicacion,2024-06-15,Positive,2
905,58,publicacion 312,344,"Buen trabajo Señor Ministro, Excelente saludos ..",telecomunicacion,2024-06-15,Positive,2
906,58,publicacion 312,344,Excelente intervención,telecomunicacion,2024-06-15,Positive,2
907,58,publicacion 312,344,Excelente ,telecomunicacion,2024-06-15,Positive,2
908,58,publicacion 312,344,EXCELENTE GESTION,telecomunicacion,2024-06-15,Neutral,1
909,58,publicacion 312,344,exceente trabajo,telecomunicacion,2024-06-15,Positive,2
911,59,publicacion 245,330,JUNTOS POR UN NUEVO ECUADOR ,telecomunicacion,2024-06-15,Neutral,1
912,59,publicacion 245,330,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
913,59,publicacion 245,330,juntos por un nuevo Ecuador ,telecomunicacion,2024-06-15,Neutral,1
914,59,publicacion 245,330,Una gran noticia para nuestro país que se encamina al futuro digital equitativo y seguro ,telecomunicacion,2024-06-15,Positive,2
915,59,publicacion 245,330,Excelente trabajo!,telecomunicacion,2024-06-15,Positive,2
916,59,publicacion 245,330,"Esta transformación no solo promete un Ecuador más conectado y eficiente, sino también más inclusivo y seguro.",telecomunicacion,2024-06-15,Positive,2
917,59,publicacion 245,330,excelente gestion,telecomunicacion,2024-06-15,Positive,2
918,59,publicacion 245,330,Excelente,telecomunicacion,2024-06-15,Positive,2
919,59,publicacion 245,330,Excelente Trabajo,telecomunicacion,2024-06-15,Positive,2
920,59,publicacion 245,330,Exelente noticia,telecomunicacion,2024-06-15,Positive,2
921,59,publicacion 245,330,Excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
922,59,publicacion 245,330,Gran trabajo,telecomunicacion,2024-06-15,Positive,2
923,59,publicacion 245,330,Buen trabajo,telecomunicacion,2024-06-15,Positive,2
924,59,publicacion 245,330,Buen trabajo,telecomunicacion,2024-06-15,Positive,2
925,59,publicacion 245,330,EXCELENTE ,telecomunicacion,2024-06-15,Positive,2
926,59,publicacion 245,330,Buen trabajo,telecomunicacion,2024-06-15,Positive,2
927,59,publicacion 245,330,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
928,59,publicacion 245,330,Exelente trabajo,telecomunicacion,2024-06-15,Positive,2
929,59,publicacion 245,330,Excelente,telecomunicacion,2024-06-15,Positive,2
930,59,publicacion 245,330,EXELENTE TRABAJO,telecomunicacion,2024-06-15,Positive,2
931,59,publicacion 245,330,Excelente,telecomunicacion,2024-06-15,Positive,2
933,59,publicacion 245,330,Buen trabajo,telecomunicacion,2024-06-15,Positive,2
937,59,publicacion 245,330,SIGAN ADELANTE,telecomunicacion,2024-06-15,Neutral,1
938,59,publicacion 245,330,Excelente,telecomunicacion,2024-06-15,Positive,2
940,59,publicacion 245,330,BUEN TRABAJO  ,telecomunicacion,2024-06-15,Positive,2
942,59,publicacion 245,330,Excelente,telecomunicacion,2024-06-15,Positive,2
947,59,publicacion 245,330,Exitosa en todo proceso,telecomunicacion,2024-06-15,Positive,2
950,60,publicacion 373,359,"La habilidad en nuestra linda gente, excelentes talleres.",telecomunicacion,2024-06-15,Positive,2
952,60,publicacion 373,359,Apoyando a los emprendedores para transformar vidas ,telecomunicacion,2024-06-15,Positive,2
954,60,publicacion 373,359,Sin duda es algo hermoso!! éxitos a las talentosas manos de la señora emprendedora y a los Puntos Digitales Gratuitos que siempre se encuentran brindando capacitaciones y servicios gratuitos a la comunidad.,telecomunicacion,2024-06-15,Positive,2
955,60,publicacion 373,359,FELICITACIONES ,telecomunicacion,2024-06-15,Positive,2
956,60,publicacion 373,359,Excelente trabajo,telecomunicacion,2024-06-15,Positive,2
957,60,publicacion 373,359,#puntosdigitalesgratuitosapoyamosalosemprendedores,telecomunicacion,2024-06-15,Neutral,1
958,60,publicacion 373,359,"La habilidad en nuestra linda gente, excelentes talleres.",telecomunicacion,2024-06-15,Positive,2
959,60,publicacion 373,359,EXCELENTE!!!,telecomunicacion,2024-06-15,Positive,2
960,60,publicacion 373,359,EXELENTE TRABAJO,telecomunicacion,2024-06-15,Positive,2
961,60,publicacion 373,359,EXELENTE TRABAJO,telecomunicacion,2024-06-15,Positive,2
962,60,publicacion 373,359,"Somos 918 PUNTOS DIGITALES GRATUITOS en todo el país, listos y gustosos de asesorarte en el tu emprendimiento",telecomunicacion,2024-06-15,Positive,2
963,60,publicacion 373,359,Excelente labor por parte de los PUNTOS DIGITALES GRATUITOS,telecomunicacion,2024-06-15,Positive,2
964,60,publicacion 373,359,Felicidades,telecomunicacion,2024-06-15,Positive,2
967,60,publicacion 373,359,Excelente trabajo...,telecomunicacion,2024-06-15,Positive,2
968,60,publicacion 373,359,Excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
969,60,publicacion 373,359,Excelente ,telecomunicacion,2024-06-15,Positive,2
971,60,publicacion 373,359,EXCELENTE TRABAJO...,telecomunicacion,2024-06-15,Positive,2
972,60,publicacion 373,359,Excelente trabajo ,telecomunicacion,2024-06-15,Positive,2
973,60,publicacion 373,359,Muy buen trabajo ,telecomunicacion,2024-06-15,Positive,2
975,60,publicacion 373,359,Excelente ,telecomunicacion,2024-06-15,Positive,2
976,60,publicacion 373,359,Excelente,telecomunicacion,2024-06-15,Positive,2
978,62,publicacion 311,66,De lo peor,telecomunicacion,2024-06-08,Negative,0
979,63,publicacion 159,170,excelente trabajo,telecomunicacion,2024-06-08,Positive,2
980,63,publicacion 159,170,excelente trabajo.,telecomunicacion,2024-06-08,Positive,2
981,63,publicacion 159,170,Saludos cordiales,telecomunicacion,2024-06-08,Positive,2
982,63,publicacion 159,170,excelente trabajo,telecomunicacion,2024-06-08,Positive,2
987,64,publicacion 160,233,Excelente gestión,telecomunicacion,2024-06-08,Positive,2
989,64,publicacion 160,233,Excelente,telecomunicacion,2024-06-08,Positive,2
990,64,publicacion 160,233,TEMA MUY INTERESANTE,telecomunicacion,2024-06-08,Positive,2
991,64,publicacion 160,233,Excelente ,telecomunicacion,2024-06-08,Positive,2
994,64,publicacion 160,233,MUY BIEN...,telecomunicacion,2024-06-08,Positive,2
998,64,publicacion 160,233,EXCELENTE,telecomunicacion,2024-06-08,Positive,2
1005,65,publicacion 136,270,Cada idea compartida y cada oportunidad aprovechada por usted nos ayudó a alcanzar nuestra brecha digital ,telecomunicacion,2024-06-08,Positive,2
1006,65,publicacion 136,270,Mejora tus conocimientos para tu emprendimiento a través de nuestros #puntosdigitalesgratuitos,telecomunicacion,2024-06-08,Positive,2
1007,65,publicacion 136,270,"¡Qué increíble oportunidad para fortalecer nuestros emprendimientos en la era digital!  No te pierdas los Ciclos de Formación Emprendedor Digital del 10 al 13 de junio, ¡la inscripción es gratuita!  ¡Juntos podemos aprender, crecer y prosperar en este nuevo Ecuador resolutivo!  #ElNuevoEcuadorResuelve ",telecomunicacion,2024-06-08,Positive,2
1008,65,publicacion 136,270,¡Los esperamos!,telecomunicacion,2024-06-08,Neutral,1
1009,65,publicacion 136,270,Excelente!!!,telecomunicacion,2024-06-08,Positive,2
1010,65,publicacion 136,270,Interesante avanzando para minimizar la brecha digital,telecomunicacion,2024-06-08,Positive,2
1011,65,publicacion 136,270,Excelente!,telecomunicacion,2024-06-08,Positive,2
1012,65,publicacion 136,270,EXCELENTE!!!!,telecomunicacion,2024-06-08,Positive,2
1013,65,publicacion 136,270,Excelentes capacitaciones para los emprendedores ,telecomunicacion,2024-06-08,Positive,2
1014,65,publicacion 136,270,Excelente ,telecomunicacion,2024-06-08,Positive,2
1015,65,publicacion 136,270,Excelente,telecomunicacion,2024-06-08,Positive,2
1016,65,publicacion 136,270,Excelente,telecomunicacion,2024-06-08,Positive,2
1017,65,publicacion 136,270,Excelente ,telecomunicacion,2024-06-08,Positive,2
1018,65,publicacion 136,270,Excelente,telecomunicacion,2024-06-08,Positive,2
1020,65,publicacion 136,270,Excelente tema para los emprendedores ,telecomunicacion,2024-06-08,Positive,2
1021,65,publicacion 136,270,Excelente  ,telecomunicacion,2024-06-08,Positive,2
1022,65,publicacion 136,270,EXCELENTE,telecomunicacion,2024-06-08,Positive,2
1023,65,publicacion 136,270,Excelentes Capacitaciones,telecomunicacion,2024-06-08,Positive,2
1024,65,publicacion 136,270,Excelente,telecomunicacion,2024-06-08,Positive,2
1025,65,publicacion 136,270,EXCELENTE,telecomunicacion,2024-06-08,Positive,2
1026,66,publicacion 363,190,"Excelente trabajo, señores del Ministerio de Telecomunicaciones.",telecomunicacion,2024-06-08,Positive,2
1027,66,publicacion 363,190,Excelente trabajo Ministerio de Telecomunicaciones,telecomunicacion,2024-06-08,Positive,2
1028,66,publicacion 363,190,Buen trabajo Sr. Ministro,telecomunicacion,2024-06-08,Positive,2
1029,66,publicacion 363,190,Exelente Ministro,telecomunicacion,2024-06-08,Positive,2
1030,66,publicacion 363,190,EXCELENTE CRITERIO DEL SR MINISTRO,telecomunicacion,2024-06-08,Positive,2
1031,66,publicacion 363,190,Muy buena labor en el tema de la renegociación con las operadoras moviles ,telecomunicacion,2024-06-08,Positive,2
1032,66,publicacion 363,190, Excelente Sr. Ministro,telecomunicacion,2024-06-08,Positive,2
1033,66,publicacion 363,190,EXCELENTE CRITERIO SR MINISTRO,telecomunicacion,2024-06-08,Positive,2
1034,66,publicacion 363,190,Excelente criterio señor Ministro,telecomunicacion,2024-06-08,Positive,2
1035,66,publicacion 363,190,Buen trabajo Sr. MInistro,telecomunicacion,2024-06-08,Positive,2
1036,66,publicacion 363,190,Apoyo total a nuestro  Sr Ministro ,telecomunicacion,2024-06-08,Positive,2
1037,66,publicacion 363,190,Buenas Noticias,telecomunicacion,2024-06-08,Positive,2
1038,66,publicacion 363,190,Excelente trabajo ,telecomunicacion,2024-06-08,Positive,2
1039,66,publicacion 363,190,Excelente  labor,telecomunicacion,2024-06-08,Positive,2
1042,66,publicacion 363,190,excelente,telecomunicacion,2024-06-08,Positive,2
1043,66,publicacion 363,190,Excelente labor.,telecomunicacion,2024-06-08,Positive,2
1044,66,publicacion 363,190,Excelente trabajo,telecomunicacion,2024-06-08,Positive,2
1045,67,publicacion 334,88,Buenas quiero ser parte de las becas gracias,telecomunicacion,2024-06-15,Positive,2
1046,68,publicacion 186,231,Gracios por la informacion,telecomunicacion,2024-06-08,Positive,2
1047,68,publicacion 186,231,En benefico de los usuarios buen trabajo,telecomunicacion,2024-06-08,Positive,2
1048,68,publicacion 186,231,Felicidades por disminuir las barreras digitales en el país,telecomunicacion,2024-06-08,Positive,2
1049,68,publicacion 186,231,SIGAN ADELANTE..,telecomunicacion,2024-06-08,Neutral,1
1050,68,publicacion 186,231,Los Puntos Digitales Gratuitos son espacios tecnológicos que erradican la brecha digital en zonas rurales y urbanas del País.,telecomunicacion,2024-06-08,Positive,2
1052,68,publicacion 186,231,"Excelente noticia ¡¡felicidades, a los hermanos de la amazonia Ecuatoriana!!",telecomunicacion,2024-06-08,Positive,2
1053,68,publicacion 186,231,Felicitaciones,telecomunicacion,2024-06-08,Positive,2
1054,68,publicacion 186,231,Felicitaciones,telecomunicacion,2024-06-08,Positive,2
1055,68,publicacion 186,231,Excelente trabajo,telecomunicacion,2024-06-08,Positive,2
1056,68,publicacion 186,231,Excelente información,telecomunicacion,2024-06-08,Positive,2
1058,68,publicacion 186,231,Buen Trabajo,telecomunicacion,2024-06-08,Positive,2
1059,68,publicacion 186,231,"Excelente noticia ¡¡felicidades, a los hermanos de la amazonia Ecuatoriana!! ",telecomunicacion,2024-06-08,Positive,2
1060,68,publicacion 186,231,Excelentes noticias que benefician a las comunidades de nuestro país. ,telecomunicacion,2024-06-08,Positive,2
1061,69,publicacion 213,179,Buenas acciones que brindan mejoras en el servicio a la ciudadanía..,telecomunicacion,2024-06-08,Positive,2
1062,69,publicacion 213,179,"La Transformación Digital esta avanzando, gracias al #NuevoEcuador",telecomunicacion,2024-06-08,Positive,2
1063,69,publicacion 213,179,Juntos hacemos #ElNuevoEcuador,telecomunicacion,2024-06-08,Neutral,1
1064,69,publicacion 213,179,"La Transformación Digital esta avanzando, gracias al #NuevoEcuador",telecomunicacion,2024-06-08,Positive,2
1065,69,publicacion 213,179,Muy util,telecomunicacion,2024-06-08,Positive,2
1066,69,publicacion 213,179,FelicitacionesExcelente,telecomunicacion,2024-06-08,Neutral,1
1068,69,publicacion 213,179,Muy importante para la hagilidad de tramites.,telecomunicacion,2024-06-08,Positive,2
1069,69,publicacion 213,179,Excelente mejora en el servicio para la comunidad,telecomunicacion,2024-06-08,Positive,2
1070,69,publicacion 213,179,EXCELENTE...,telecomunicacion,2024-06-08,Positive,2
1071,69,publicacion 213,179,Felicidades !,telecomunicacion,2024-06-08,Positive,2
1072,69,publicacion 213,179,excelente entrevista,telecomunicacion,2024-06-08,Positive,2
1074,69,publicacion 213,179,Excelente,telecomunicacion,2024-06-08,Positive,2
1075,69,publicacion 213,179,Excelente trabajo en beneficio de todos los ciudadanos ,telecomunicacion,2024-06-08,Positive,2
1076,71,publicacion 364,146,Excelente trabajo por él por venir del país.,telecomunicacion,2024-06-08,Positive,2
1077,72,publicacion 146,248,¡Trabajando juntos por el #NuevoEcuador!,telecomunicacion,2024-06-08,Neutral,1
1078,72,publicacion 146,248,¡Trabajando juntos por el #NuevoEcuador!,telecomunicacion,2024-06-08,Neutral,1
1079,72,publicacion 146,248,¡Trabajando juntos por #ElNuevoEcuador! ,telecomunicacion,2024-06-08,Neutral,1
1080,72,publicacion 146,248,¡Trabajando juntos por el #NuevoEcuador!,telecomunicacion,2024-06-08,Neutral,1
1081,72,publicacion 146,248,EXCELENTE GESTION!!!!,telecomunicacion,2024-06-08,Neutral,1
1082,72,publicacion 146,248,Excelente gestión para la transformación digital del #NuevoEcuador,telecomunicacion,2024-06-08,Positive,2
1083,72,publicacion 146,248,SIGA ADELANTE...,telecomunicacion,2024-06-08,Neutral,1
1084,72,publicacion 146,248,Exelente trabajo señor Ministro ,telecomunicacion,2024-06-08,Positive,2
1085,72,publicacion 146,248,Muy bueno,telecomunicacion,2024-06-08,Positive,2
1086,72,publicacion 146,248,¡Felicitaciones por los logros alcanzados en estos primeros meses!,telecomunicacion,2024-06-08,Positive,2
1087,72,publicacion 146,248,Felicitaciones,telecomunicacion,2024-06-08,Positive,2
1088,72,publicacion 146,248,Excelente trabajo muchas felicidades.,telecomunicacion,2024-06-08,Positive,2
1089,72,publicacion 146,248,Excelente trabajo en beneficio de todos los ciudadanos ,telecomunicacion,2024-06-08,Positive,2
1090,72,publicacion 146,248,Excelente trabajo en beneficio de todos los ciudadanos ,telecomunicacion,2024-06-08,Positive,2
1091,78,publicacion 448,53,"Sr Ministro, le extendemos un cordial saludo, y a la vez, q estamos muy tristes xq estamos casi como los tiempos atrás, q los voten a los señores están trabajando, sin tomar encuesta a los GOBIERNOS PARROQUIALES, q ellos conocen a la gente y no enviar gente d afuera, así como lo han echo con otros entes del Gobierno, nosotros apoyamos y seguiremos apoyando al Presidente, le solicitamos q revisen lo indicado, acá en la Provincia d Loja, q tristeza",telecomunicacion,2024-06-01,Positive,2
1092,82,publicacion 158,253,#EnMedios | El ministro @cesa_rmartin12,telecomunicacion,2024-06-01,Neutral,1
